Datetime,Open,High,Low,Close,Adj Close,Volume
2021-11-17 09:30:00-05:00,99.79000091552734,99.8499984741211,99.5,99.5,99.5,25703
2021-11-17 09:35:00-05:00,99.4800033569336,99.4800033569336,99.29499816894531,99.37000274658203,99.37000274658203,6935
2021-11-17 09:40:00-05:00,99.38999938964844,99.43000030517578,99.18000030517578,99.20999908447266,99.20999908447266,7272
2021-11-17 09:45:00-05:00,99.0999984741211,99.18000030517578,98.91999816894531,98.95999908447266,98.95999908447266,15554
2021-11-17 09:50:00-05:00,98.94000244140625,98.94000244140625,98.7699966430664,98.83000183105469,98.83000183105469,11403
2021-11-17 09:55:00-05:00,98.75,98.8197021484375,98.66000366210938,98.70999908447266,98.70999908447266,12664
2021-11-17 10:00:00-05:00,98.6500015258789,98.91999816894531,98.6500015258789,98.91999816894531,98.91999816894531,3396
2021-11-17 10:05:00-05:00,98.93000030517578,98.93000030517578,98.84320068359375,98.87000274658203,98.87000274658203,2244
2021-11-17 10:10:00-05:00,98.91600036621094,98.92949676513672,98.83999633789062,98.92949676513672,98.92949676513672,5172
2021-11-17 10:15:00-05:00,98.94000244140625,98.94000244140625,98.80000305175781,98.80000305175781,98.80000305175781,3609
2021-11-17 10:20:00-05:00,98.76170349121094,98.8499984741211,98.72129821777344,98.84500122070312,98.84500122070312,4479
2021-11-17 10:25:00-05:00,98.91999816894531,98.91999816894531,98.81999969482422,98.82039642333984,98.82039642333984,3092
2021-11-17 10:30:00-05:00,98.80999755859375,98.91999816894531,98.80999755859375,98.87999725341797,98.87999725341797,3367
2021-11-17 10:35:00-05:00,98.91999816894531,99.00599670410156,98.91999816894531,98.99009704589844,98.99009704589844,11934
2021-11-17 10:40:00-05:00,98.99939727783203,99.0198974609375,98.90959930419922,98.91999816894531,98.91999816894531,9496
2021-11-17 10:45:00-05:00,98.95999908447266,98.98999786376953,98.95999908447266,98.96530151367188,98.96530151367188,1679
2021-11-17 10:50:00-05:00,98.9896011352539,99.06829833984375,98.9800033569336,98.98999786376953,98.98999786376953,3052
2021-11-17 10:55:00-05:00,99.02999877929688,99.08999633789062,99.02999877929688,99.07499694824219,99.07499694824219,2138
2021-11-17 11:00:00-05:00,99.01499938964844,99.01499938964844,99.01499938964844,99.01499938964844,99.01499938964844,655
2021-11-17 11:05:00-05:00,99.0199966430664,99.04000091552734,99.0199966430664,99.03500366210938,99.03500366210938,996
2021-11-17 11:10:00-05:00,99.05780029296875,99.06999969482422,99.05000305175781,99.05989837646484,99.05989837646484,1620
2021-11-17 11:15:00-05:00,99.0,99.0,98.92009735107422,98.94999694824219,98.94999694824219,2758
2021-11-17 11:20:00-05:00,98.90499877929688,98.9198989868164,98.7301025390625,98.80999755859375,98.80999755859375,13944
2021-11-17 11:25:00-05:00,98.7791976928711,98.7979965209961,98.75499725341797,98.77999877929688,98.77999877929688,2898
2021-11-17 11:30:00-05:00,98.7699966430664,98.83000183105469,98.76000213623047,98.83000183105469,98.83000183105469,2628
