Datetime,Open,High,Low,Close,Adj Close,Volume
2021-11-17 09:30:00-05:00,180.7899932861328,181.3699951171875,178.6300048828125,181.24000549316406,181.24000549316406,1190349
2021-11-17 09:35:00-05:00,181.58999633789062,182.25,180.8699951171875,181.58999633789062,181.58999633789062,630864
2021-11-17 09:40:00-05:00,181.5,184.80999755859375,181.47000122070312,184.74000549316406,184.74000549316406,880829
2021-11-17 09:45:00-05:00,184.71499633789062,184.84950256347656,182.6999969482422,183.1199951171875,183.1199951171875,667638
2021-11-17 09:50:00-05:00,184.0,184.0,182.22340393066406,182.80999755859375,182.80999755859375,419203
2021-11-17 09:55:00-05:00,183.0,183.5,182.1300048828125,182.38999938964844,182.38999938964844,326700
2021-11-17 10:00:00-05:00,182.41000366210938,183.24000549316406,182.11000061035156,183.22999572753906,183.22999572753906,353109
2021-11-17 10:05:00-05:00,183.2100067138672,183.82000732421875,182.82000732421875,183.55499267578125,183.55499267578125,387294
2021-11-17 10:10:00-05:00,183.58140563964844,184.1676025390625,183.2100067138672,183.4600067138672,183.4600067138672,357234
2021-11-17 10:15:00-05:00,183.5,183.85989379882812,183.14999389648438,183.35000610351562,183.35000610351562,236767
2021-11-17 10:20:00-05:00,183.3699951171875,184.77999877929688,183.3000030517578,184.2550048828125,184.2550048828125,450615
2021-11-17 10:25:00-05:00,184.25,184.91200256347656,184.07000732421875,184.5500030517578,184.5500030517578,324600
2021-11-17 10:30:00-05:00,184.6300048828125,185.44000244140625,184.3101043701172,185.13999938964844,185.13999938964844,473222
2021-11-17 10:35:00-05:00,185.12109375,185.85000610351562,185.0399932861328,185.70010375976562,185.70010375976562,414072
2021-11-17 10:40:00-05:00,185.7899932861328,186.3300018310547,185.57000732421875,186.25,186.25,506412
2021-11-17 10:45:00-05:00,186.25439453125,186.3000030517578,183.5,184.4499969482422,184.4499969482422,686776
2021-11-17 10:50:00-05:00,184.4499969482422,184.5399932861328,182.99000549316406,183.0,183.0,393504
2021-11-17 10:55:00-05:00,183.00619506835938,183.03900146484375,182.33999633789062,182.5500030517578,182.5500030517578,350204
2021-11-17 11:00:00-05:00,182.52999877929688,182.52999877929688,181.07000732421875,181.74000549316406,181.74000549316406,439660
2021-11-17 11:05:00-05:00,181.6999969482422,182.3300018310547,181.10000610351562,181.39559936523438,181.39559936523438,268969
2021-11-17 11:10:00-05:00,181.3800048828125,181.72000122070312,181.08999633789062,181.1175994873047,181.1175994873047,252217
2021-11-17 11:15:00-05:00,181.1300048828125,181.9199981689453,180.60000610351562,181.63999938964844,181.63999938964844,407128
2021-11-17 11:20:00-05:00,181.625,182.1199951171875,181.4499969482422,181.53500366210938,181.53500366210938,259886
2021-11-17 11:25:00-05:00,181.50160217285156,182.2100067138672,181.50160217285156,181.80999755859375,181.80999755859375,192002
2021-11-17 11:30:00-05:00,181.83999633789062,181.8699951171875,181.41000366210938,181.55999755859375,181.55999755859375,147865
2021-11-17 11:35:00-05:00,181.57000732421875,182.10000610351562,181.50999450683594,181.9949951171875,181.9949951171875,120729
2021-11-17 11:40:00-05:00,182.02000427246094,182.4199981689453,181.69500732421875,181.84500122070312,181.84500122070312,218028
2021-11-17 11:45:00-05:00,181.8699951171875,182.8699951171875,181.75,182.64370727539062,182.64370727539062,226313
2021-11-17 11:50:00-05:00,182.64999389648438,182.97999572753906,182.41000366210938,182.8509979248047,182.8509979248047,209425
2021-11-17 11:55:00-05:00,182.85499572753906,183.27999877929688,182.6300048828125,183.14999389648438,183.14999389648438,245423
2021-11-17 12:00:00-05:00,183.14999389648438,183.6699981689453,183.10000610351562,183.64500427246094,183.64500427246094,298021
2021-11-17 12:05:00-05:00,183.6699981689453,183.67999267578125,182.8813934326172,183.0500030517578,183.0500030517578,316867
2021-11-17 12:10:00-05:00,183.0605926513672,183.0605926513672,181.67030334472656,182.30999755859375,182.30999755859375,311217
2021-11-17 12:15:00-05:00,182.30999755859375,182.41000366210938,181.96009826660156,182.1566925048828,182.1566925048828,178304
2021-11-17 12:20:00-05:00,182.1699981689453,182.3009033203125,181.4600067138672,181.72000122070312,181.72000122070312,279459
2021-11-17 12:25:00-05:00,181.7050018310547,181.8000030517578,181.1699981689453,181.1999969482422,181.1999969482422,151113
2021-11-17 12:30:00-05:00,181.1699981689453,181.2100067138672,180.7301025390625,181.1300048828125,181.1300048828125,176598
2021-11-17 12:35:00-05:00,181.10000610351562,181.5299072265625,180.82000732421875,181.02000427246094,181.02000427246094,156088
2021-11-17 12:40:00-05:00,181.0299072265625,181.17770385742188,180.8000030517578,181.1649932861328,181.1649932861328,69820
2021-11-17 12:45:00-05:00,181.1300048828125,181.1300048828125,179.74000549316406,179.8300018310547,179.8300018310547,261402
2021-11-17 12:50:00-05:00,179.8800048828125,180.30999755859375,179.82000732421875,179.9600067138672,179.9600067138672,217316
2021-11-17 12:55:00-05:00,179.9949951171875,180.76499938964844,179.94000244140625,180.74000549316406,180.74000549316406,158403
2021-11-17 13:00:00-05:00,180.74000549316406,181.0,180.5299072265625,180.94000244140625,180.94000244140625,112982
2021-11-17 13:05:00-05:00,180.94000244140625,181.19000244140625,180.77999877929688,180.8699951171875,180.8699951171875,80362
2021-11-17 13:10:00-05:00,180.86000061035156,181.17999267578125,180.7550048828125,181.13999938964844,181.13999938964844,96693
2021-11-17 13:15:00-05:00,181.1199951171875,181.44000244140625,181.07000732421875,181.37969970703125,181.37969970703125,139905
2021-11-17 13:20:00-05:00,181.35000610351562,181.64999389648438,181.22999572753906,181.61619567871094,181.61619567871094,112387
2021-11-17 13:25:00-05:00,181.58999633789062,181.8800048828125,181.58999633789062,181.61000061035156,181.61000061035156,76373
