,Datetime,Open,High,Low,Close,Adj Close,Volume,Vol_Direction,Dir_to_Vol,Vol_Tide
33,2021-11-17 12:15:00-05:00,468.4299926757813,468.5199890136719,468.2300109863281,468.25,468.25,626306,-1.0,-626306.0,-31456.0
34,2021-11-17 12:20:00-05:00,468.239990234375,468.3599853515625,468.0,468.0400085449219,468.0400085449219,420185,-1.0,-420185.0,-451641.0
35,2021-11-17 12:25:00-05:00,468.0400085449219,468.1600036621094,467.7099914550781,467.7200012207031,467.7200012207031,493023,-1.0,-493023.0,-944664.0
36,2021-11-17 12:30:00-05:00,467.739990234375,467.9800109863281,467.6600036621094,467.9700012207031,467.9700012207031,504716,1.0,504716.0,-439948.0
37,2021-11-17 12:35:00-05:00,467.9800109863281,468.3349914550781,467.9400024414063,468.3349914550781,468.3349914550781,441837,1.0,441837.0,1889.0
38,2021-11-17 12:40:00-05:00,468.3299865722656,468.3399963378906,467.9100036621094,468.1400146484375,468.1400146484375,357733,-1.0,-357733.0,-355844.0
39,2021-11-17 12:45:00-05:00,468.1300048828125,468.1900024414063,467.9400024414063,468.1499938964844,468.1499938964844,239763,1.0,239763.0,-116081.0
40,2021-11-17 12:50:00-05:00,468.1400146484375,468.1499938964844,467.8499145507813,467.9649963378906,467.9649963378906,1036256,-1.0,-1036256.0,-1152337.0
41,2021-11-17 12:55:00-05:00,467.9599914550781,468.1000061035156,467.80999755859375,468.0899963378906,468.0899963378906,273846,1.0,273846.0,-878491.0
42,2021-11-17 13:00:00-05:00,468.1000061035156,468.260009765625,467.9100036621094,468.1799926757813,468.1799926757813,491146,1.0,491146.0,-387345.0
43,2021-11-17 13:05:00-05:00,468.1799926757813,468.4700012207031,468.14990234375,468.260009765625,468.260009765625,315354,1.0,315354.0,-71991.0
44,2021-11-17 13:10:00-05:00,468.2449951171875,468.30999755859375,468.0299987792969,468.2650146484375,468.2650146484375,193071,1.0,193071.0,121080.0
45,2021-11-17 13:15:00-05:00,468.25,468.260009765625,468.0116882324219,468.1700134277344,468.1700134277344,197726,-1.0,-197726.0,-76646.0
46,2021-11-17 13:20:00-05:00,468.1700134277344,468.3949890136719,468.05999755859375,468.3500061035156,468.3500061035156,195302,1.0,195302.0,118656.0
47,2021-11-17 13:25:00-05:00,468.3500061035156,468.489990234375,468.3399963378906,468.4200134277344,468.4200134277344,247539,1.0,247539.0,366195.0
48,2021-11-17 13:30:00-05:00,468.4299926757813,468.4599914550781,468.2650146484375,468.3599853515625,468.3599853515625,177884,-1.0,-177884.0,188311.0
49,2021-11-17 13:35:00-05:00,468.3599853515625,468.4928894042969,468.2799987792969,468.4700012207031,468.4700012207031,105173,1.0,105173.0,293484.0
50,2021-11-17 13:40:00-05:00,468.4800109863281,468.6400146484375,468.3800048828125,468.6000061035156,468.6000061035156,258855,1.0,258855.0,552339.0
51,2021-11-17 13:45:00-05:00,468.6000061035156,468.6400146484375,468.3999938964844,468.4106140136719,468.4106140136719,251408,-1.0,-251408.0,300931.0
52,2021-11-17 13:50:00-05:00,468.4100036621094,468.6199951171875,468.3999938964844,468.6099853515625,468.6099853515625,175484,1.0,175484.0,476415.0
53,2021-11-17 13:55:00-05:00,468.6050109863281,468.75,468.55999755859375,468.7219848632813,468.7219848632813,202736,1.0,202736.0,679151.0
54,2021-11-17 14:00:00-05:00,468.7099914550781,468.7200012207031,468.5299987792969,468.6700134277344,468.6700134277344,303115,-1.0,-303115.0,376036.0
55,2021-11-17 14:05:00-05:00,468.6700134277344,468.6799926757813,468.5400085449219,468.5700073242188,468.5700073242188,138813,-1.0,-138813.0,237223.0
56,2021-11-17 14:10:00-05:00,468.5799865722656,468.5999145507813,468.3999938964844,468.4500122070313,468.4500122070313,163727,-1.0,-163727.0,73496.0
57,2021-11-17 14:15:00-05:00,468.4400024414063,468.5799865722656,468.1499938964844,468.2900085449219,468.2900085449219,478423,-1.0,-478423.0,-404927.0
58,2021-11-17 14:20:00-05:00,468.2799987792969,468.2799987792969,467.9800109863281,468.0450134277344,468.0450134277344,274674,-1.0,-274674.0,-679601.0
59,2021-11-17 14:25:00-05:00,468.0700073242188,468.2499084472656,467.9831848144531,468.1600036621094,468.1600036621094,288219,1.0,288219.0,-391382.0
60,2021-11-17 14:30:00-05:00,468.1600036621094,468.2000122070313,467.9599914550781,467.9599914550781,467.9599914550781,264007,-1.0,-264007.0,-655389.0
61,2021-11-17 14:35:00-05:00,467.9599914550781,468.2099914550781,467.9599914550781,468.1099853515625,468.1099853515625,216113,1.0,216113.0,-439276.0
62,2021-11-17 14:40:00-05:00,468.1050109863281,468.2803039550781,468.1000061035156,468.25,468.25,221803,1.0,221803.0,-217473.0
63,2021-11-17 14:45:00-05:00,468.239990234375,468.4585876464844,468.2200012207031,468.4549865722656,468.4549865722656,342904,1.0,342904.0,125431.0
64,2021-11-17 14:50:00-05:00,468.4500122070313,468.5,468.2300109863281,468.3049926757813,468.3049926757813,237253,-1.0,-237253.0,-111822.0
65,2021-11-17 14:55:00-05:00,468.3099060058594,468.510009765625,468.260009765625,468.489990234375,468.489990234375,196035,1.0,196035.0,84213.0
66,2021-11-17 15:00:00-05:00,468.5,468.5400085449219,468.114990234375,468.114990234375,468.114990234375,231025,-1.0,-231025.0,-146812.0
67,2021-11-17 15:05:00-05:00,468.1099853515625,468.23431396484375,467.9949951171875,468.14990234375,468.14990234375,319386,1.0,319386.0,172574.0
68,2021-11-17 15:10:00-05:00,468.1400146484375,468.25,468.1099853515625,468.25,468.25,233322,1.0,233322.0,405896.0
69,2021-11-17 15:15:00-05:00,468.239990234375,468.6199951171875,468.239990234375,468.2998962402344,468.2998962402344,488407,1.0,488407.0,894303.0
70,2021-11-17 15:20:00-05:00,468.2999877929688,468.5499877929688,468.2900085449219,468.510009765625,468.510009765625,326092,1.0,326092.0,1220395.0
71,2021-11-17 15:25:00-05:00,468.5101013183594,468.6000061035156,468.3500061035156,468.3900146484375,468.3900146484375,409096,-1.0,-409096.0,811299.0
72,2021-11-17 15:30:00-05:00,468.3900146484375,468.4700012207031,468.260009765625,468.4400024414063,468.4400024414063,502016,1.0,502016.0,1313315.0
73,2021-11-17 15:35:00-05:00,468.4599914550781,468.6499938964844,468.385009765625,468.5199890136719,468.5199890136719,723985,1.0,723985.0,2037300.0
74,2021-11-17 15:40:00-05:00,468.5199890136719,468.5799865722656,468.3250122070313,468.4849853515625,468.4849853515625,698632,-1.0,-698632.0,1338668.0
75,2021-11-17 15:45:00-05:00,468.4800109863281,468.7699890136719,468.4100036621094,468.5199890136719,468.5199890136719,1534768,1.0,1534768.0,2873436.0
76,2021-11-17 15:50:00-05:00,468.510009765625,468.5799865722656,468.2799987792969,468.30999755859375,468.30999755859375,1436629,-1.0,-1436629.0,1436807.0
77,2021-11-17 15:55:00-05:00,468.3200073242188,468.3399963378906,467.9700012207031,468.1099853515625,468.1099853515625,4409201,-1.0,-4409201.0,-2972394.0
78,2021-11-18 09:30:00-05:00,469.239990234375,469.2999877929688,468.5899963378906,468.7799987792969,468.7799987792969,1990037,1.0,1990037.0,1990037.0
79,2021-11-18 09:35:00-05:00,468.7900085449219,468.9599914550781,468.510009765625,468.9200134277344,468.9200134277344,935692,1.0,935692.0,2925729.0
80,2021-11-18 09:40:00-05:00,468.9100036621094,469.0,468.6600036621094,468.6700134277344,468.6700134277344,580775,-1.0,-580775.0,2344954.0
81,2021-11-18 09:45:00-05:00,468.6600036621094,469.1600036621094,468.6099853515625,468.9400024414063,468.9400024414063,675200,1.0,675200.0,3020154.0
82,2021-11-18 09:50:00-05:00,468.9316101074219,468.9750061035156,468.30999755859375,468.4299926757813,468.4299926757813,592661,-1.0,-592661.0,2427493.0
83,2021-11-18 09:55:00-05:00,468.4299926757813,468.6300048828125,468.2749938964844,468.489990234375,468.489990234375,576207,1.0,576207.0,3003700.0
84,2021-11-18 10:00:00-05:00,468.5,468.6000061035156,468.260009765625,468.5299987792969,468.5299987792969,394203,1.0,394203.0,3397903.0
85,2021-11-18 10:05:00-05:00,468.5299987792969,468.7000122070313,467.9500122070313,467.9700012207031,467.9700012207031,570100,-1.0,-570100.0,2827803.0
86,2021-11-18 10:10:00-05:00,467.9700012207031,467.9700012207031,466.80999755859375,467.1099853515625,467.1099853515625,1509533,-1.0,-1509533.0,1318270.0
87,2021-11-18 10:15:00-05:00,467.1000061035156,467.3200073242188,466.6900024414063,466.7000122070313,466.7000122070313,1566661,-1.0,-1566661.0,-248391.0
88,2021-11-18 10:20:00-05:00,466.6900024414063,467.05999755859375,466.3399963378906,466.9100036621094,466.9100036621094,1182710,1.0,1182710.0,934319.0
89,2021-11-18 10:25:00-05:00,466.8999938964844,467.0450134277344,466.64990234375,466.8200073242188,466.8200073242188,557242,-1.0,-557242.0,377077.0
90,2021-11-18 10:30:00-05:00,466.8299865722656,467.4299926757813,466.7799987792969,467.25,467.25,775818,1.0,775818.0,1152895.0
91,2021-11-18 10:35:00-05:00,467.25,467.6499938964844,467.2449951171875,467.510009765625,467.510009765625,622183,1.0,622183.0,1775078.0
92,2021-11-18 10:40:00-05:00,467.5199890136719,467.6799926757813,467.05999755859375,467.1400146484375,467.1400146484375,558377,-1.0,-558377.0,1216701.0
93,2021-11-18 10:45:00-05:00,467.1499938964844,467.4411010742188,467.0700073242188,467.3500061035156,467.3500061035156,532184,1.0,532184.0,1748885.0
94,2021-11-18 10:50:00-05:00,467.3399963378906,467.6400146484375,467.2611083984375,467.3999938964844,467.3999938964844,441643,1.0,441643.0,2190528.0
95,2021-11-18 10:55:00-05:00,467.3900146484375,467.6000061035156,467.260009765625,467.5050048828125,467.5050048828125,498320,1.0,498320.0,2688848.0
96,2021-11-18 11:00:00-05:00,467.489990234375,467.6000061035156,467.1300048828125,467.1300048828125,467.1300048828125,636348,-1.0,-636348.0,2052500.0
97,2021-11-18 11:05:00-05:00,467.1199951171875,467.5924072265625,467.1199951171875,467.4700012207031,467.4700012207031,618663,1.0,618663.0,2671163.0
98,2021-11-18 11:10:00-05:00,467.4599914550781,467.997802734375,467.3900146484375,467.8900146484375,467.8900146484375,677693,1.0,677693.0,3348856.0
99,2021-11-18 11:15:00-05:00,467.8900146484375,468.14990234375,467.8900146484375,468.0213928222656,468.0213928222656,690132,1.0,690132.0,4038988.0
100,2021-11-18 11:20:00-05:00,468.0199890136719,468.1400146484375,467.9200134277344,468.0314025878906,468.0314025878906,344101,1.0,344101.0,4383089.0
101,2021-11-18 11:25:00-05:00,468.0400085449219,468.1499938964844,467.9800109863281,467.9800109863281,467.9800109863281,248656,-1.0,-248656.0,4134433.0
102,2021-11-18 11:30:00-05:00,467.9700012207031,468.9400024414063,467.9500122070313,468.8800048828125,468.8800048828125,811476,1.0,811476.0,4945909.0
103,2021-11-18 11:35:00-05:00,468.8800048828125,469.0899963378906,468.6499938964844,468.8800048828125,468.8800048828125,602859,,,
104,2021-11-18 11:40:00-05:00,468.8900146484375,469.1300048828125,468.80999755859375,469.0400085449219,469.0400085449219,355453,1.0,355453.0,5301362.0
105,2021-11-18 11:45:00-05:00,469.05999755859375,469.25,469.010009765625,469.1000061035156,469.1000061035156,406282,1.0,406282.0,5707644.0
106,2021-11-18 11:50:00-05:00,469.1000061035156,469.2300109863281,468.97900390625,469.0400085449219,469.0400085449219,567814,-1.0,-567814.0,5139830.0
107,2021-11-18 11:55:00-05:00,469.0400085449219,469.1600036621094,468.9700012207031,469.0,469.0,314372,-1.0,-314372.0,4825458.0
108,2021-11-18 12:00:00-05:00,469.0400085449219,469.5899963378906,469.0299987792969,469.5199890136719,469.5199890136719,528018,1.0,528018.0,5353476.0
109,2021-11-18 12:05:00-05:00,469.5199890136719,469.5700073242188,469.3699951171875,469.4500122070313,469.4500122070313,315595,-1.0,-315595.0,5037881.0
110,2021-11-18 12:10:00-05:00,469.4500122070313,469.6499938964844,469.4500122070313,469.6400146484375,469.6400146484375,265724,1.0,265724.0,5303605.0
111,2021-11-18 12:15:00-05:00,469.6496887207031,469.6900024414063,469.510009765625,469.5400085449219,469.5400085449219,296420,-1.0,-296420.0,5007185.0
112,2021-11-18 12:20:00-05:00,469.5499877929688,469.8200073242188,469.489990234375,469.7999877929688,469.7999877929688,276875,1.0,276875.0,5284060.0
113,2021-11-18 12:25:00-05:00,469.7900085449219,469.9700012207031,469.7699890136719,469.8800048828125,469.8800048828125,398975,1.0,398975.0,5683035.0
114,2021-11-18 12:30:00-05:00,469.8800048828125,469.9400024414063,469.739990234375,469.760009765625,469.760009765625,280178,-1.0,-280178.0,5402857.0
115,2021-11-18 12:35:00-05:00,469.7799987792969,469.8399963378906,469.5400085449219,469.6449890136719,469.6449890136719,291236,-1.0,-291236.0,5111621.0
116,2021-11-18 12:40:00-05:00,469.6499938964844,469.6799926757813,469.489990234375,469.5899963378906,469.5899963378906,263709,-1.0,-263709.0,4847912.0
117,2021-11-18 12:45:00-05:00,469.5999145507813,469.6099853515625,469.0628051757813,469.0899963378906,469.0899963378906,763029,-1.0,-763029.0,4084883.0
118,2021-11-18 12:50:00-05:00,469.0799865722656,469.1300048828125,468.7900085449219,469.072998046875,469.072998046875,516444,-1.0,-516444.0,3568439.0
119,2021-11-18 12:55:00-05:00,469.0776062011719,469.0776062011719,468.7699890136719,469.0199890136719,469.0199890136719,348944,-1.0,-348944.0,3219495.0
120,2021-11-18 13:00:00-05:00,469.0150146484375,469.1950073242188,468.8800048828125,469.1799926757813,469.1799926757813,327403,1.0,327403.0,3546898.0
121,2021-11-18 13:05:00-05:00,469.1866149902344,469.3399963378906,469.1499938964844,469.2300109863281,469.2300109863281,267682,1.0,267682.0,3814580.0
122,2021-11-18 13:10:00-05:00,469.2200012207031,469.55999755859375,469.2200012207031,469.4726867675781,469.4726867675781,598781,1.0,598781.0,4413361.0
123,2021-11-18 13:15:00-05:00,469.4750061035156,469.4750061035156,469.0199890136719,469.0499877929688,469.0499877929688,548740,-1.0,-548740.0,3864621.0
124,2021-11-18 13:20:00-05:00,469.0650024414063,469.1900024414063,468.9700012207031,469.1400146484375,469.1400146484375,288641,1.0,288641.0,4153262.0
125,2021-11-18 13:25:00-05:00,469.1449890136719,469.2900085449219,469.0799865722656,469.1799926757813,469.1799926757813,188280,1.0,188280.0,4341542.0
126,2021-11-18 13:30:00-05:00,469.1700134277344,469.2900085449219,469.0499877929688,469.2175903320313,469.2175903320313,173558,1.0,173558.0,4515100.0
127,2021-11-18 13:35:00-05:00,469.2099914550781,469.3299865722656,469.1600036621094,469.2000122070313,469.2000122070313,219465,-1.0,-219465.0,4295635.0
128,2021-11-18 13:40:00-05:00,469.1900024414063,469.3500061035156,469.135009765625,469.2900085449219,469.2900085449219,223243,1.0,223243.0,4518878.0
129,2021-11-18 13:45:00-05:00,469.2999877929688,469.4700012207031,469.2900085449219,469.43499755859375,469.43499755859375,749054,1.0,749054.0,5267932.0
130,2021-11-18 13:50:00-05:00,469.4200134277344,469.4299926757813,469.2000122070313,469.25,469.25,456719,-1.0,-456719.0,4811213.0
131,2021-11-18 13:55:00-05:00,469.260009765625,469.3799133300781,469.1900024414063,469.3799133300781,469.3799133300781,346706,1.0,346706.0,5157919.0
132,2021-11-18 14:00:00-05:00,469.3550109863281,469.3949890136719,468.9700012207031,469.2699890136719,469.2699890136719,319426,-1.0,-319426.0,4838493.0
133,2021-11-18 14:05:00-05:00,469.2799987792969,469.489990234375,469.2699890136719,469.3500061035156,469.3500061035156,524473,1.0,524473.0,5362966.0
134,2021-11-18 14:10:00-05:00,469.3399963378906,469.3999938964844,469.2000122070313,469.3161010742188,469.3161010742188,199417,-1.0,-199417.0,5163549.0
135,2021-11-18 14:15:00-05:00,469.30999755859375,469.3500061035156,469.1300048828125,469.1499938964844,469.1499938964844,474616,-1.0,-474616.0,4688933.0
136,2021-11-18 14:20:00-05:00,469.1700134277344,469.1799926757813,468.9599914550781,468.97698974609375,468.97698974609375,214739,-1.0,-214739.0,4474194.0
137,2021-11-18 14:25:00-05:00,468.9700012207031,469.0350036621094,468.7999877929688,468.9800109863281,468.9800109863281,398632,1.0,398632.0,4872826.0
138,2021-11-18 14:30:00-05:00,468.9700012207031,469.0700073242188,468.6400146484375,469.05999755859375,469.05999755859375,406510,1.0,406510.0,5279336.0
139,2021-11-18 14:35:00-05:00,469.05999755859375,469.2000122070313,468.9700012207031,469.1050109863281,469.1050109863281,1049656,1.0,1049656.0,6328992.0
140,2021-11-18 14:40:00-05:00,469.1099853515625,469.2149963378906,469.0783996582031,469.1300048828125,469.1300048828125,194002,1.0,194002.0,6522994.0
141,2021-11-18 14:45:00-05:00,469.1300048828125,469.4100036621094,469.1300048828125,469.3399963378906,469.3399963378906,253732,1.0,253732.0,6776726.0
142,2021-11-18 14:50:00-05:00,469.3299865722656,469.5589904785156,469.2799987792969,469.4700012207031,469.4700012207031,263108,1.0,263108.0,7039834.0
143,2021-11-18 14:55:00-05:00,469.47900390625,469.5499877929688,469.3399963378906,469.489990234375,469.489990234375,227169,1.0,227169.0,7267003.0
144,2021-11-18 15:00:00-05:00,469.489990234375,469.6686096191406,469.3599853515625,469.510009765625,469.510009765625,285919,1.0,285919.0,7552922.0
145,2021-11-18 15:05:00-05:00,469.510009765625,469.75,469.4800109863281,469.7101135253906,469.7101135253906,365265,1.0,365265.0,7918187.0
146,2021-11-18 15:10:00-05:00,469.7200012207031,469.7999877929688,469.5249938964844,469.6199951171875,469.6199951171875,356984,-1.0,-356984.0,7561203.0
147,2021-11-18 15:15:00-05:00,469.6199951171875,469.6400146484375,469.4390869140625,469.5,469.5,468816,-1.0,-468816.0,7092387.0
148,2021-11-18 15:20:00-05:00,469.510009765625,469.6799926757813,469.4400024414063,469.5899963378906,469.5899963378906,418268,1.0,418268.0,7510655.0
149,2021-11-18 15:25:00-05:00,469.5799865722656,469.760009765625,469.5799865722656,469.7300109863281,469.7300109863281,368082,1.0,368082.0,7878737.0
150,2021-11-18 15:30:00-05:00,469.7300109863281,469.7900085449219,469.5,469.6400146484375,469.6400146484375,661712,-1.0,-661712.0,7217025.0
151,2021-11-18 15:35:00-05:00,469.6400146484375,469.7999877929688,469.5499877929688,469.6199951171875,469.6199951171875,675158,-1.0,-675158.0,6541867.0
152,2021-11-18 15:40:00-05:00,469.6099853515625,469.8399963378906,469.5549926757813,469.6199951171875,469.6199951171875,748093,,,
153,2021-11-18 15:45:00-05:00,469.6099853515625,470.010009765625,469.6099853515625,469.7200012207031,469.7200012207031,1029882,1.0,1029882.0,7571749.0
154,2021-11-18 15:50:00-05:00,469.7300109863281,469.9200134277344,469.6499938964844,469.7200012207031,469.7200012207031,2704241,,,
155,2021-11-18 15:55:00-05:00,469.7099914550781,469.8500061035156,469.4100036621094,469.7200012207031,469.7200012207031,3598869,,,
156,2021-11-19 09:30:00-05:00,469.6099853515625,469.760009765625,468.7099914550781,469.0199890136719,469.0199890136719,3170226,-1.0,-3170226.0,-3170226.0
157,2021-11-19 09:35:00-05:00,469.0299987792969,469.5,469.0199890136719,469.4100036621094,469.4100036621094,939425,1.0,939425.0,-2230801.0
158,2021-11-19 09:40:00-05:00,469.3900146484375,469.6700134277344,469.1199951171875,469.6700134277344,469.6700134277344,810854,1.0,810854.0,-1419947.0
159,2021-11-19 09:45:00-05:00,469.6700134277344,469.8590087890625,469.2099914550781,469.6300048828125,469.6300048828125,787517,-1.0,-787517.0,-2207464.0
160,2021-11-19 09:50:00-05:00,469.6400146484375,469.7300109863281,469.3500061035156,469.6799926757813,469.6799926757813,576420,1.0,576420.0,-1631044.0
161,2021-11-19 09:55:00-05:00,469.6799926757813,470.2099914550781,469.5700073242188,470.1799926757813,470.1799926757813,709422,1.0,709422.0,-921622.0
162,2021-11-19 10:00:00-05:00,470.1799926757813,470.2099914550781,469.260009765625,469.2999877929688,469.2999877929688,699237,-1.0,-699237.0,-1620859.0
163,2021-11-19 10:05:00-05:00,469.3080139160156,469.5299987792969,469.0299987792969,469.3900146484375,469.3900146484375,692105,1.0,692105.0,-928754.0
164,2021-11-19 10:10:00-05:00,469.3900146484375,469.5400085449219,469.0799865722656,469.5400085449219,469.5400085449219,467180,1.0,467180.0,-461574.0
165,2021-11-19 10:15:00-05:00,469.5400085449219,469.6400146484375,469.2000122070313,469.5400085449219,469.5400085449219,590466,,,
166,2021-11-19 10:20:00-05:00,469.5400085449219,469.5849914550781,469.2300109863281,469.3299865722656,469.3299865722656,723106,-1.0,-723106.0,-1184680.0
167,2021-11-19 10:25:00-05:00,469.3298950195313,469.4299926757813,468.80999755859375,468.8564147949219,468.8564147949219,530781,-1.0,-530781.0,-1715461.0
168,2021-11-19 10:30:00-05:00,468.8500061035156,469.2598876953125,468.7999877929688,469.2300109863281,469.2300109863281,3212748,1.0,3212748.0,1497287.0
169,2021-11-19 10:35:00-05:00,469.2300109863281,469.5400085449219,469.0299987792969,469.5199890136719,469.5199890136719,543637,1.0,543637.0,2040924.0
170,2021-11-19 10:40:00-05:00,469.5199890136719,469.80999755859375,469.4590148925781,469.7099914550781,469.7099914550781,585175,1.0,585175.0,2626099.0
171,2021-11-19 10:45:00-05:00,469.7099914550781,469.7699890136719,469.30999755859375,469.55999755859375,469.55999755859375,553403,-1.0,-553403.0,2072696.0
172,2021-11-19 10:50:00-05:00,469.5700073242188,469.7099914550781,469.0899963378906,469.3494873046875,469.3494873046875,413150,-1.0,-413150.0,1659546.0
173,2021-11-19 10:55:00-05:00,469.3450012207031,469.6199951171875,469.3200073242188,469.3500061035156,469.3500061035156,301953,1.0,301953.0,1961499.0
174,2021-11-19 11:00:00-05:00,469.3500061035156,469.8599853515625,469.3200073242188,469.8599853515625,469.8599853515625,545852,1.0,545852.0,2507351.0
175,2021-11-19 11:05:00-05:00,469.8599853515625,469.9299926757813,469.6499938964844,469.7699890136719,469.7699890136719,295599,-1.0,-295599.0,2211752.0
176,2021-11-19 11:10:00-05:00,469.760009765625,469.9400024414063,469.7200012207031,469.8399963378906,469.8399963378906,218354,1.0,218354.0,2430106.0
177,2021-11-19 11:15:00-05:00,469.8399963378906,470.1300048828125,469.8299865722656,470.0499877929688,470.0499877929688,360046,1.0,360046.0,2790152.0
178,2021-11-19 11:20:00-05:00,470.05999755859375,470.1050109863281,469.8599853515625,469.9400939941406,469.9400939941406,281331,-1.0,-281331.0,2508821.0
179,2021-11-19 11:25:00-05:00,469.9450073242188,470.0899963378906,469.80999755859375,470.0799865722656,470.0799865722656,232065,1.0,232065.0,2740886.0
180,2021-11-19 11:30:00-05:00,470.1000061035156,470.1900024414063,469.8699951171875,469.9200134277344,469.9200134277344,294992,-1.0,-294992.0,2445894.0
